date,temp
09-10-1980,17.77
10-10-1980,19.74
11-10-1980,20.76
12-10-1980,20.23
13-10-1980,20.29
14-10-1980,19.04
15-10-1980,17.71
16-10-1980,19.12
17-10-1980,21.01
18-10-1980,20.92
19-10-1980,21.38
20-10-1980,17.79
21-10-1980,17.08
22-10-1980,14.02
23-10-1980,13.53
24-10-1980,14.44
25-10-1980,17.41
26-10-1980,15
27-10-1980,13.8
28-10-1980,13.79
29-10-1980,11.55
30-10-1980,13.92
31-10-1980,11.37
01-11-1980,11.81
02-11-1980,9.61
03-11-1980,8.76
04-11-1980,11.53
05-11-1980,11.35
06-11-1980,12.74
07-11-1980,14.57
08-11-1980,10.99
09-11-1980,9.46
10-11-1980,10.68
11-11-1980,12.68
12-11-1980,16.09
13-11-1980,13.36
14-11-1980,9.73
15-11-1980,11.54
16-11-1980,11.3
17-11-1980,10.67
18-11-1980,12.08
19-11-1980,12.78
20-11-1980,14.26
21-11-1980,13.85
22-11-1980,13.27
23-11-1980,13.53
24-11-1980,12.77
25-11-1980,13.65
26-11-1980,12.53
27-11-1980,12.9
28-11-1980,12.81
29-11-1980,11.22
30-11-1980,11.14
01-12-1980,11.65
02-12-1980,11.85
03-12-1980,15.21
04-12-1980,9.2
05-12-1980,7.67
06-12-1980,8.07
07-12-1980,9.34
08-12-1980,8.14
09-12-1980,4.81
10-12-1980,7.18
11-12-1980,8.1
12-12-1980,9.39
13-12-1980,5.26
14-12-1980,5.92
15-12-1980,4.35
16-12-1980,5.6
17-12-1980,6.11
18-12-1980,5.4
19-12-1980,5.91
20-12-1980,3.08
21-12-1980,3.15
22-12-1980,5.06
23-12-1980,3.77
24-12-1980,6.76
25-12-1980,6.81
26-12-1980,5.46
27-12-1980,3.97
28-12-1980,3.27
29-12-1980,1.86
30-12-1980,1.75
31-12-1980,3.99
01-01-1981,4.36
02-01-1981,4.66
03-01-1981,3.37
04-01-1981,3.59
05-01-1981,2.42
06-01-1981,2.18
07-01-1981,1.93
08-01-1981,3.63
09-01-1981,4.91
10-01-1981,2.2
11-01-1981,1.49
12-01-1981,1.5
13-01-1981,-2.05
14-01-1981,1.02
15-01-1981,3.93
16-01-1981,2.17
17-01-1981,1.56
18-01-1981,2.77
19-01-1981,4.22
20-01-1981,2.11
21-01-1981,1.92
22-01-1981,1.98
23-01-1981,4.11
24-01-1981,4.08
25-01-1981,3.47
26-01-1981,1.03
27-01-1981,2.34
28-01-1981,2.85
29-01-1981,3.86
30-01-1981,2.99
31-01-1981,4.17
01-02-1981,2.88
02-02-1981,3.67
03-02-1981,2.21
04-02-1981,3.96
05-02-1981,4.96
06-02-1981,5.15
07-02-1981,2.43
08-02-1981,4.68
09-02-1981,5.57
10-02-1981,5.65
11-02-1981,3.76
12-02-1981,4.81
13-02-1981,8.18
14-02-1981,10.02
15-02-1981,8.9
16-02-1981,10.3
17-02-1981,-0.44
18-02-1981,3.3
19-02-1981,4.56
20-02-1981,3.67
21-02-1981,4.38
22-02-1981,4.3
23-02-1981,2.95
24-02-1981,2.58
25-02-1981,1.54
26-02-1981,-1.24
27-02-1981,-0.29
28-02-1981,1.96
01-03-1981,3.85
02-03-1981,3.48
03-03-1981,6.82
04-03-1981,7.79
05-03-1981,6.55
06-03-1981,6.2
07-03-1981,5.89
08-03-1981,8.6
09-03-1981,3.81
10-03-1981,4.58
11-03-1981,6.32
12-03-1981,5.25
13-03-1981,9.73
14-03-1981,8.95
15-03-1981,9.34
16-03-1981,7.16
17-03-1981,6.22
18-03-1981,9.98
19-03-1981,13.66
20-03-1981,13.7
21-03-1981,11.28
22-03-1981,11.42
23-03-1981,9.69
24-03-1981,9.72
25-03-1981,12.18
26-03-1981,11.51
27-03-1981,9.08
28-03-1981,10.53
29-03-1981,11.9
30-03-1981,8.59
31-03-1981,3.77
01-04-1981,6.81
02-04-1981,7.63
03-04-1981,11.54
04-04-1981,10.69
05-04-1981,11.33
06-04-1981,13.62
07-04-1981,12.77
08-04-1981,11.56
09-04-1981,13.92
10-04-1981,13.2
11-04-1981,15.91
12-04-1981,16.11
13-04-1981,10.42
14-04-1981,12.33
15-04-1981,14.33
16-04-1981,11.63
17-04-1981,12.83
18-04-1981,11.57
19-04-1981,11.63
20-04-1981,13.89
21-04-1981,13.61
22-04-1981,14.83
23-04-1981,17.03
24-04-1981,18.8
25-04-1981,15.06
26-04-1981,14.98
27-04-1981,17.34
28-04-1981,14.2
29-04-1981,18.63
30-04-1981,17.6
01-05-1981,18.68
02-05-1981,19.17
03-05-1981,17.87
04-05-1981,14.29
05-05-1981,17.13
06-05-1981,16.49
07-05-1981,15.23
08-05-1981,18.15
09-05-1981,18.98
10-05-1981,17.43
11-05-1981,17.38
12-05-1981,18.02
13-05-1981,16.36
14-05-1981,18.38
15-05-1981,18.24
16-05-1981,15
17-05-1981,13.08
18-05-1981,17.31
19-05-1981,14.55
20-05-1981,13.41
21-05-1981,16.57
22-05-1981,18.8
23-05-1981,20.7
24-05-1981,17.1
25-05-1981,19.33
26-05-1981,20.24
27-05-1981,18.6
28-05-1981,17.87
29-05-1981,19.7
30-05-1981,15.66
31-05-1981,16.17
01-06-1981,16.88
02-06-1981,18.07
03-06-1981,19.13
04-06-1981,18.99
05-06-1981,19.16
06-06-1981,19.96
07-06-1981,21.03
08-06-1981,21.39
09-06-1981,21.32
10-06-1981,21.23
11-06-1981,20.52
12-06-1981,21.01
13-06-1981,20.59
14-06-1981,20.08
15-06-1981,21.03
16-06-1981,21.87
17-06-1981,22.99
18-06-1981,21.27
19-06-1981,16.71
20-06-1981,17.09
21-06-1981,16.8
22-06-1981,20.1
23-06-1981,23.78
24-06-1981,20.89
25-06-1981,21.12
26-06-1981,21.49
27-06-1981,21.05
28-06-1981,20.82
29-06-1981,23.45
30-06-1981,21.32
01-07-1981,21.7
02-07-1981,21.3
03-07-1981,20.25
04-07-1981,22.13
05-07-1981,22.77
06-07-1981,24.82
07-07-1981,26.06
08-07-1981,26.82
09-07-1981,26.97
10-07-1981,26.96
11-07-1981,26.67
12-07-1981,27.02
13-07-1981,27.53
14-07-1981,27.46
15-07-1981,27.6
16-07-1981,28.13
17-07-1981,28.51
18-07-1981,28.16
19-07-1981,27.71
20-07-1981,27.3
21-07-1981,26.2
22-07-1981,25
23-07-1981,24.15
24-07-1981,24.86
25-07-1981,25.3
26-07-1981,25.66
27-07-1981,25.28
28-07-1981,26.35
29-07-1981,27.43
30-07-1981,26.68
31-07-1981,27.32
01-08-1981,27.34
02-08-1981,26.89
03-08-1981,26.59
04-08-1981,26.5
05-08-1981,25.04
06-08-1981,24.04
07-08-1981,24.4
08-08-1981,24.26
09-08-1981,26.32
10-08-1981,27.13
11-08-1981,27.19
12-08-1981,26.93
13-08-1981,24.7
14-08-1981,23.01
15-08-1981,23.6
16-08-1981,23.25
17-08-1981,23.69
18-08-1981,25.78
19-08-1981,26.62
20-08-1981,25.5
21-08-1981,25.16
22-08-1981,26.12
23-08-1981,25.64
24-08-1981,25.8
25-08-1981,26.23
26-08-1981,27.15
27-08-1981,26.48
28-08-1981,22.89
29-08-1981,26
30-08-1981,27.42
31-08-1981,27.5
01-09-1981,27.48
02-09-1981,26.55
03-09-1981,26.28
04-09-1981,25.3
05-09-1981,21.05
06-09-1981,21.53
07-09-1981,21.92
08-09-1981,20.92
09-09-1981,22.25
10-09-1981,21.05
11-09-1981,19.76
12-09-1981,19.19
13-09-1981,21.21
14-09-1981,20.7
15-09-1981,20.13
16-09-1981,19.35
17-09-1981,19.85
18-09-1981,20.24
19-09-1981,18.53
20-09-1981,19.64
21-09-1981,20.01
22-09-1981,20.81
23-09-1981,21.73
24-09-1981,22.67
25-09-1981,21.7
26-09-1981,21.19
27-09-1981,23.75
28-09-1981,20.32
29-09-1981,17.73
30-09-1981,19.81
01-10-1981,18.58
02-10-1981,19.53
03-10-1981,16.96
04-10-1981,19.72
05-10-1981,19.63
06-10-1981,20.2
07-10-1981,19.29
08-10-1981,19.61
09-10-1981,21.51
10-10-1981,18.85
11-10-1981,18.53
12-10-1981,17.8
13-10-1981,19.64
14-10-1981,17.03
15-10-1981,14.81
16-10-1981,14.91
17-10-1981,17.39
18-10-1981,18.06
19-10-1981,18.49
20-10-1981,15.65
21-10-1981,15.88
22-10-1981,18.36
23-10-1981,15.87
24-10-1981,13.42
25-10-1981,14.69
26-10-1981,13.79
27-10-1981,13.22
28-10-1981,14.78
29-10-1981,15.42
30-10-1981,14.7
31-10-1981,16.21
01-11-1981,16.13
02-11-1981,13.32
03-11-1981,16.28
04-11-1981,15.2
05-11-1981,12.46
06-11-1981,8.48
07-11-1981,9.31
08-11-1981,7.83
09-11-1981,5.44
10-11-1981,7.29
11-11-1981,9.75
12-11-1981,9.17
13-11-1981,10.05
14-11-1981,7.91
15-11-1981,9.57
16-11-1981,8.78
17-11-1981,7.13
18-11-1981,5.07
19-11-1981,7.93
20-11-1981,10.05
21-11-1981,6.94
22-11-1981,6.21
23-11-1981,8.06
24-11-1981,10.22
25-11-1981,7.49
26-11-1981,6.66
27-11-1981,7.81
28-11-1981,5.4
29-11-1981,5.18
30-11-1981,5.17
01-12-1981,4.72
02-12-1981,3.54
03-12-1981,4.94
04-12-1981,4.99
05-12-1981,8.11
06-12-1981,7.72
07-12-1981,6.06
08-12-1981,6.74
09-12-1981,6.91
10-12-1981,5.54
11-12-1981,6.41
12-12-1981,8.41
13-12-1981,4.88
14-12-1981,3.12
15-12-1981,4.04
16-12-1981,6.07
17-12-1981,5.64
18-12-1981,7.47
19-12-1981,9.84
20-12-1981,7
21-12-1981,7.12
22-12-1981,7.58
23-12-1981,8.47
24-12-1981,5.45
25-12-1981,4.42
26-12-1981,5.64
27-12-1981,7.66
28-12-1981,9.69
29-12-1981,11.5
30-12-1981,7.44
31-12-1981,5.46
01-01-1982,7.07
02-01-1982,5.01
03-01-1982,5.64
04-01-1982,9.78
05-01-1982,9.14
06-01-1982,5.63
07-01-1982,1.88
08-01-1982,3.29
09-01-1982,6.89
10-01-1982,7.15
11-01-1982,5.35
12-01-1982,10
13-01-1982,6.62
14-01-1982,4.47
15-01-1982,4.32
16-01-1982,2.09
17-01-1982,2.01
18-01-1982,4.14
19-01-1982,2.45
20-01-1982,2.29
21-01-1982,5
22-01-1982,7.96
23-01-1982,5.47
24-01-1982,6.09
25-01-1982,5.28
26-01-1982,5.7
27-01-1982,4.7
28-01-1982,3.51
29-01-1982,0.52
30-01-1982,0.98
31-01-1982,3.55
01-02-1982,3.38
02-02-1982,1.66
03-02-1982,4
04-02-1982,3.94
05-02-1982,1.67
06-02-1982,2.86
07-02-1982,0.42
08-02-1982,1.27
09-02-1982,2.57
10-02-1982,2.09
11-02-1982,5.14
12-02-1982,5.63
13-02-1982,4.92
14-02-1982,4.13
15-02-1982,4.73
16-02-1982,7.17
17-02-1982,4.49
18-02-1982,7.21
19-02-1982,8.77
20-02-1982,11.05
21-02-1982,6.93
22-02-1982,7.11
23-02-1982,6.46
24-02-1982,3.2
25-02-1982,3.25
26-02-1982,3.44
27-02-1982,5.81
28-02-1982,8.77
01-03-1982,5.66
02-03-1982,4.59
03-03-1982,5.49
04-03-1982,9.42
05-03-1982,12.96
06-03-1982,6.88
07-03-1982,5.53
08-03-1982,4.59
09-03-1982,7.11
10-03-1982,8.41
11-03-1982,10.23
12-03-1982,11.32
13-03-1982,10.79
14-03-1982,9.83
15-03-1982,13.11
16-03-1982,13.93
17-03-1982,9.33
18-03-1982,7.85
19-03-1982,8.88
20-03-1982,8.74
21-03-1982,10.6
22-03-1982,12.12
23-03-1982,12.37
24-03-1982,9.75
25-03-1982,6.26
26-03-1982,6.54
27-03-1982,6.98
28-03-1982,7.24
29-03-1982,9.1
30-03-1982,13.96
31-03-1982,13.19
01-04-1982,11.85
02-04-1982,13.62
03-04-1982,12.13
04-04-1982,7.38
05-04-1982,9.8
06-04-1982,12.98
07-04-1982,13.3
08-04-1982,14.52
09-04-1982,12.6
10-04-1982,10.62
11-04-1982,11.46
12-04-1982,13.64
13-04-1982,13.76
14-04-1982,15.8
15-04-1982,14.47
16-04-1982,15.03
17-04-1982,11.77
18-04-1982,12.22
19-04-1982,13.55
20-04-1982,15.92
21-04-1982,12.82
22-04-1982,10.47
23-04-1982,14.06
24-04-1982,15.41
25-04-1982,16.68
26-04-1982,17.03
27-04-1982,14.04
28-04-1982,13.88
29-04-1982,16.65
30-04-1982,18.83
01-05-1982,18.96
02-05-1982,19.7
03-05-1982,20.78
04-05-1982,19.25
05-05-1982,18.64
06-05-1982,19.29
07-05-1982,18.13
08-05-1982,19.58
09-05-1982,19.84
10-05-1982,21.4
11-05-1982,21.5
12-05-1982,21.85
13-05-1982,23.09
14-05-1982,16.95
15-05-1982,16.31
16-05-1982,17.89
17-05-1982,19
18-05-1982,19.91
19-05-1982,18.15
20-05-1982,15.58
21-05-1982,17.88
22-05-1982,16.92
23-05-1982,18.31
24-05-1982,20.55
25-05-1982,20.84
26-05-1982,20.86
27-05-1982,22.11
28-05-1982,22.94
29-05-1982,23.67
30-05-1982,21.95
31-05-1982,17.22
01-06-1982,19.64
02-06-1982,21.68
03-06-1982,20.42
04-06-1982,19.03
05-06-1982,21.59
06-06-1982,22.22
07-06-1982,21.25
08-06-1982,22.82
09-06-1982,22.14
10-06-1982,22.82
11-06-1982,22.67
12-06-1982,24.29
13-06-1982,21.99
14-06-1982,17.98
15-06-1982,21.4
16-06-1982,21.2
17-06-1982,21.74
18-06-1982,21.54
19-06-1982,22.21
20-06-1982,22.47
21-06-1982,21.64
22-06-1982,21.23
23-06-1982,20.55
24-06-1982,19.18
25-06-1982,20.43
26-06-1982,17.39
27-06-1982,20.26
28-06-1982,21.43
29-06-1982,21.68
30-06-1982,18.8
01-07-1982,19.1
02-07-1982,19.05
03-07-1982,20.53
04-07-1982,20.7
05-07-1982,22.58
06-07-1982,22.48
07-07-1982,20.13
08-07-1982,22.51
09-07-1982,22.56
10-07-1982,23.58
11-07-1982,24.81
12-07-1982,26.81
13-07-1982,23.32
14-07-1982,23.2
15-07-1982,21.81
16-07-1982,21.52
17-07-1982,22.1
18-07-1982,24.33
19-07-1982,22.83
20-07-1982,23.65
21-07-1982,21.66
22-07-1982,23.44
23-07-1982,23.8
24-07-1982,23.21
25-07-1982,22.33
26-07-1982,21.89
27-07-1982,22.43
28-07-1982,23.7
29-07-1982,24.29
30-07-1982,24.63
31-07-1982,25.13
01-08-1982,25.12
02-08-1982,26.12
03-08-1982,24.73
04-08-1982,25.91
05-08-1982,25.53
06-08-1982,25.28
07-08-1982,25.63
08-08-1982,25.08
09-08-1982,25.71
10-08-1982,26.56
11-08-1982,26.24
12-08-1982,24.49
13-08-1982,25.73
14-08-1982,26.66
15-08-1982,25.81
16-08-1982,24.68
17-08-1982,25.24
18-08-1982,25.98
19-08-1982,26.08
20-08-1982,26.74
21-08-1982,27.2
22-08-1982,27.57
23-08-1982,27.22
24-08-1982,27.39
25-08-1982,27.09
26-08-1982,26.3
27-08-1982,27.17
28-08-1982,27.36
29-08-1982,27.46
30-08-1982,26.03
31-08-1982,26.17
01-09-1982,25.83
02-09-1982,25.91
03-09-1982,23.57
04-09-1982,20.68
05-09-1982,22.23
06-09-1982,21.52
07-09-1982,23.31
08-09-1982,23.38
09-09-1982,24.44
10-09-1982,23.4
11-09-1982,20.64
12-09-1982,21.71
13-09-1982,22.67
14-09-1982,21.17
15-09-1982,19.24
16-09-1982,21.07
17-09-1982,20.27
18-09-1982,20.01
19-09-1982,19.21
20-09-1982,20.57
21-09-1982,22.75
22-09-1982,20.96
23-09-1982,19
24-09-1982,20.44
25-09-1982,23.74
26-09-1982,24.51
27-09-1982,23.61
28-09-1982,20.81
29-09-1982,20.23
30-09-1982,20.04
01-10-1982,19.82
02-10-1982,18.68
03-10-1982,18.77
04-10-1982,19.74
05-10-1982,20.22
06-10-1982,17.01
07-10-1982,17.58
08-10-1982,16.99
09-10-1982,15.59
10-10-1982,15.98
11-10-1982,17.04
12-10-1982,19.42
13-10-1982,19.7
14-10-1982,19.68
15-10-1982,19.94
16-10-1982,17.13
17-10-1982,13.73
18-10-1982,15.98
19-10-1982,18.12
20-10-1982,19.19
21-10-1982,17.35
22-10-1982,16.53
23-10-1982,17.16
24-10-1982,15.8
25-10-1982,12.22
26-10-1982,13.01
27-10-1982,14.54
28-10-1982,16.8
29-10-1982,16.42
30-10-1982,15.92
31-10-1982,17.94
01-11-1982,18.85
02-11-1982,12.95
03-11-1982,12.9
04-11-1982,16.43
05-11-1982,15.03
06-11-1982,14.36
07-11-1982,13.76
08-11-1982,16.82
09-11-1982,16.25
10-11-1982,14.35
11-11-1982,15.73
12-11-1982,14.66
13-11-1982,15.13
14-11-1982,14.99
15-11-1982,15.11
16-11-1982,17.07
17-11-1982,12.87
18-11-1982,14.38
19-11-1982,14.36
20-11-1982,14.39
21-11-1982,12.85
22-11-1982,15.3
23-11-1982,14.71
24-11-1982,10.76
25-11-1982,7.26
26-11-1982,8.32
27-11-1982,6.97
28-11-1982,6.62
29-11-1982,12.87
30-11-1982,16.21
01-12-1982,11.61
02-12-1982,11.52
03-12-1982,12.76
04-12-1982,11.78
05-12-1982,14.26
06-12-1982,4.92
07-12-1982,5.12
08-12-1982,7.39
09-12-1982,5.21
10-12-1982,8.27
11-12-1982,14.4
12-12-1982,10.7
13-12-1982,7.25
14-12-1982,6.99
15-12-1982,7.42
16-12-1982,9.14
17-12-1982,8.72
18-12-1982,6.53
19-12-1982,4.1
20-12-1982,6.5
21-12-1982,8.59
22-12-1982,7.99
23-12-1982,9.31
24-12-1982,8.9
25-12-1982,7.72
26-12-1982,5.81
27-12-1982,7.5
28-12-1982,7.89
29-12-1982,7.39
30-12-1982,7.03
31-12-1982,4.82
01-01-1983,4.36
02-01-1983,3.11
03-01-1983,4.22
04-01-1983,5.31
05-01-1983,7.98
06-01-1983,7.45
07-01-1983,7.92
08-01-1983,9.98
09-01-1983,5.48
10-01-1983,2.5
11-01-1983,3.87
12-01-1983,5.7
13-01-1983,5.67
14-01-1983,4.53
15-01-1983,4.37
16-01-1983,4.06
17-01-1983,7.07
18-01-1983,3.82
19-01-1983,4.86
20-01-1983,3.5
21-01-1983,2.74
22-01-1983,0.51
23-01-1983,2.96
24-01-1983,4.67
25-01-1983,5.25
26-01-1983,6.55
27-01-1983,6.36
28-01-1983,6.99
29-01-1983,8.36
30-01-1983,7.94
31-01-1983,6.01
01-02-1983,7.46
02-02-1983,5.76
03-02-1983,5.03
04-02-1983,4.72
05-02-1983,5.07
06-02-1983,7.05
07-02-1983,4.92
08-02-1983,5.88
09-02-1983,5.8
10-02-1983,4.01
11-02-1983,4.61
12-02-1983,3.72
13-02-1983,1.78
14-02-1983,3.84
15-02-1983,7.13
16-02-1983,7.1
17-02-1983,4.32
18-02-1983,5.23
19-02-1983,3.39
20-02-1983,4.15
21-02-1983,2.85
22-02-1983,4.67
23-02-1983,6.29
24-02-1983,3.84
25-02-1983,4.64
26-02-1983,3.49
27-02-1983,5.25
28-02-1983,6.27
01-03-1983,9.71
02-03-1983,7.29
03-03-1983,9.69
04-03-1983,5.78
05-03-1983,5.09
06-03-1983,6.13
07-03-1983,5.15
08-03-1983,4.03
09-03-1983,7.3
10-03-1983,7.62
11-03-1983,9.35
12-03-1983,10.2
13-03-1983,8.39
14-03-1983,5.23
15-03-1983,7.3
16-03-1983,7.76
17-03-1983,8.07
18-03-1983,4.89
19-03-1983,7.85
20-03-1983,9.52
21-03-1983,7.76
22-03-1983,11.04
23-03-1983,12.99
24-03-1983,10.27
25-03-1983,8.41
26-03-1983,8.89
27-03-1983,7.61
28-03-1983,10.02
29-03-1983,9.05
30-03-1983,8.81
31-03-1983,10.1
01-04-1983,12.55
02-04-1983,13.62
03-04-1983,13.69
04-04-1983,13.63
05-04-1983,11.96
06-04-1983,14.4
07-04-1983,15.62
08-04-1983,13.8
09-04-1983,12.82
10-04-1983,14.65
11-04-1983,16.35
12-04-1983,11.96
13-04-1983,13.01
14-04-1983,15.68
15-04-1983,17.21
16-04-1983,13.44
17-04-1983,11.27
18-04-1983,13.97
19-04-1983,16.72
20-04-1983,15.72
21-04-1983,14.2
22-04-1983,14.98
23-04-1983,15.78
24-04-1983,17.39
25-04-1983,19.08
26-04-1983,19.74
27-04-1983,20.01
28-04-1983,19.34
29-04-1983,20.13
30-04-1983,14.44
01-05-1983,16.23
02-05-1983,18.1
03-05-1983,18.03
04-05-1983,19.02
05-05-1983,18.31
06-05-1983,18.05
07-05-1983,20.62
08-05-1983,18.7
09-05-1983,17.89
10-05-1983,18.8
11-05-1983,19.61
12-05-1983,19.7
13-05-1983,19.97
14-05-1983,20.35
15-05-1983,17.97
16-05-1983,17.16
17-05-1983,17.66
18-05-1983,17.8
19-05-1983,19.47
20-05-1983,20.66
21-05-1983,21.06
22-05-1983,22.52
23-05-1983,19.4
24-05-1983,17.78
25-05-1983,14.88
26-05-1983,14.76
27-05-1983,18.16
28-05-1983,20.21
29-05-1983,20.56
30-05-1983,22.04
31-05-1983,22.19
01-06-1983,22.92
02-06-1983,20.47
03-06-1983,19.73
04-06-1983,17.35
05-06-1983,18.87
06-06-1983,19.23
07-06-1983,21.15
08-06-1983,21.69
09-06-1983,22.22
10-06-1983,20.5
11-06-1983,17.26
12-06-1983,18.22
13-06-1983,19.72
14-06-1983,21.82
15-06-1983,22.05
16-06-1983,18.08
17-06-1983,19.62
18-06-1983,18.19
19-06-1983,21.21
20-06-1983,19.97
21-06-1983,21.55
22-06-1983,19.78
23-06-1983,19.73
24-06-1983,19.86
25-06-1983,21.78
26-06-1983,18.35
